City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Atuona,PF,2021-07-26 21:30:18,-9.8,-139.0333,78.15,68,43,23.8
1,Arman,RU,2021-07-26 21:30:18,59.7,150.1667,57.79,85,92,6.08
2,Punta Arenas,CL,2021-07-26 21:27:10,-53.15,-70.9167,42.91,75,0,13.8
3,Khatanga,RU,2021-07-26 21:30:18,71.9667,102.5,59.02,67,49,16.8
4,Puerto Ayora,EC,2021-07-26 21:26:31,-0.7393,-90.3518,76.96,84,37,8.01
5,Nagorsk,RU,2021-07-26 21:30:19,59.3172,50.8078,56.07,97,99,8.03
6,Groton,US,2021-07-26 21:27:13,41.3501,-72.0784,89.67,64,1,1.99
7,Touros,BR,2021-07-26 21:30:19,-5.1989,-35.4608,77.9,80,2,11.72
8,Stawell,AU,2021-07-26 21:30:19,-37.05,142.7667,39.4,90,5,8.68
9,Penzance,GB,2021-07-26 21:30:20,50.1186,-5.5371,63.61,85,100,13.91
10,Bambous Virieux,MU,2021-07-26 21:26:49,-20.3428,57.7575,68.25,94,75,12.66
11,Mount Gambier,AU,2021-07-26 21:28:07,-37.8333,140.7667,48.11,76,40,14.97
12,Mar Del Plata,AR,2021-07-26 21:28:39,-38.0023,-57.5575,44.62,67,40,5.99
13,Provideniya,RU,2021-07-26 21:27:27,64.3833,-173.3,48.31,93,90,6.71
14,Dikson,RU,2021-07-26 21:30:21,73.5069,80.5464,37.81,100,100,4.61
15,Cayenne,GF,2021-07-26 21:30:06,4.9333,-52.3333,84.24,79,20,4.0
16,Torbay,CA,2021-07-26 21:30:22,47.6666,-52.7314,64.58,77,75,11.5
17,Rikitea,PF,2021-07-26 21:30:23,-23.1203,-134.9692,74.08,77,89,18.45
18,Bluff,NZ,2021-07-26 21:30:23,-46.6,168.3333,43.81,77,32,18.45
19,Hithadhoo,MV,2021-07-26 21:30:23,-0.6,73.0833,80.22,79,96,8.16
20,Pokhara,NP,2021-07-26 21:30:24,28.2333,83.9833,73.51,89,90,1.83
21,Busselton,AU,2021-07-26 21:26:48,-33.65,115.3333,51.08,73,100,35.5
22,Cape Town,ZA,2021-07-26 21:30:24,-33.9258,18.4232,61.09,48,0,8.05
23,Yellowknife,CA,2021-07-26 21:30:14,62.456,-114.3525,70.32,60,75,1.99
24,Port Alfred,ZA,2021-07-26 21:30:25,-33.5906,26.891,62.42,32,100,10.18
25,Bredasdorp,ZA,2021-07-26 21:30:25,-34.5322,20.0403,55.27,54,100,6.91
26,Ushuaia,AR,2021-07-26 21:30:25,-54.8,-68.3,35.26,80,40,5.75
27,Cherskiy,RU,2021-07-26 21:30:25,68.75,161.3,50.79,55,6,14.38
28,Riyadh,SA,2021-07-26 21:30:02,24.6877,46.7219,96.94,16,92,8.16
29,East London,ZA,2021-07-26 21:30:26,-33.0153,27.9116,64.9,25,100,11.39
30,Isangel,VU,2021-07-26 21:26:32,-19.55,169.2667,73.51,78,75,0.0
31,Kapaa,US,2021-07-26 21:30:26,22.0752,-159.319,86.32,74,1,7.0
32,Jamestown,US,2021-07-26 21:25:52,42.097,-79.2353,83.3,44,20,5.75
33,Hobart,AU,2021-07-26 21:30:27,-42.8794,147.3294,50.22,90,75,1.01
34,Airai,TL,2021-07-26 21:25:30,-8.9266,125.4092,55.26,56,13,3.15
35,Longavi,CL,2021-07-26 21:30:27,-35.9667,-71.6833,45.41,73,7,11.68
36,Pochutla,MX,2021-07-26 21:30:28,15.7432,-96.4661,85.82,73,100,3.24
37,Lebu,CL,2021-07-26 21:30:28,-37.6167,-73.65,47.71,69,7,16.35
38,Mataura,NZ,2021-07-26 21:30:29,-46.1927,168.8643,43.48,94,47,2.77
39,Mahebourg,MU,2021-07-26 21:25:31,-20.4081,57.7,68.29,94,75,12.66
40,Albany,US,2021-07-26 21:29:19,42.6001,-73.9662,85.78,49,0,1.01
41,Port Elizabeth,ZA,2021-07-26 21:30:29,-33.918,25.5701,66.09,27,40,12.66
42,Rocha,UY,2021-07-26 21:25:52,-34.4833,-54.3333,48.29,81,18,9.84
43,Mastic Beach,US,2021-07-26 21:30:29,40.7668,-72.8521,90.21,63,1,1.01
44,Karagay,RU,2021-07-26 21:30:30,58.2667,54.9368,55.63,77,60,9.73
45,Praia,CV,2021-07-26 21:30:30,14.9215,-23.5087,77.54,78,20,9.22
46,Hasaki,JP,2021-07-26 21:28:13,35.7333,140.8333,72.28,94,100,29.37
47,Codrington,AU,2021-07-26 21:30:31,-38.2667,141.9667,47.39,70,17,16.78
48,Cidreira,BR,2021-07-26 21:30:31,-30.1811,-50.2056,61.92,97,100,5.7
49,Beboto,TD,2021-07-26 21:30:31,8.2668,16.939,71.04,96,100,1.77
50,Bethel,US,2021-07-26 21:30:32,41.3712,-73.414,88.72,55,1,5.75
51,Tuatapere,NZ,2021-07-26 21:27:27,-46.1333,167.6833,43.83,90,59,4.81
52,Ayan,RU,2021-07-26 21:30:32,56.45,138.1667,66.96,65,3,9.51
53,Bang Rakam,TH,2021-07-26 21:30:32,16.7585,100.1174,81.05,89,99,1.83
54,Ostrovnoy,RU,2021-07-26 21:30:33,68.0531,39.5131,46.31,85,100,23.06
55,Taoudenni,ML,2021-07-26 21:30:33,22.6783,-3.9836,103.37,8,0,6.67
56,Komsomolskiy,UZ,2021-07-26 21:30:33,40.4272,71.7189,83.12,30,3,9.22
57,Butaritari,KI,2021-07-26 21:30:34,3.0707,172.7902,82.45,74,93,6.96
58,Arraial Do Cabo,BR,2021-07-26 21:28:01,-22.9661,-42.0278,71.56,78,0,14.97
59,Hailar,CN,2021-07-26 21:30:34,49.2,119.7,60.24,99,89,3.78
60,Ancud,CL,2021-07-26 21:30:35,-41.8697,-73.8203,45.93,73,63,7.61
61,Carnarvon,AU,2021-07-26 21:30:35,-24.8667,113.6333,68.07,79,90,13.8
62,Pevek,RU,2021-07-26 21:30:35,69.7008,170.3133,36.95,87,93,14.52
63,Nikolskoye,RU,2021-07-26 21:30:36,59.7035,30.7861,66.09,68,12,2.39
64,Ashqelon,IL,2021-07-26 21:30:36,31.6693,34.5715,82.81,77,0,6.69
65,Narsaq,GL,2021-07-26 21:30:36,60.9167,-46.05,55.17,69,20,4.68
66,Cabo San Lucas,MX,2021-07-26 21:30:37,22.8909,-109.9124,99.52,66,20,5.75
67,Canutama,BR,2021-07-26 21:30:37,-6.5339,-64.3831,88.54,42,65,1.01
68,Puerto Ayacucho,VE,2021-07-26 21:30:38,5.6639,-67.6236,75.79,91,100,1.81
69,Sisimiut,GL,2021-07-26 21:30:38,66.9395,-53.6735,58.77,62,55,7.4
70,Tomatlan,MX,2021-07-26 21:25:55,19.9333,-105.25,90.48,60,89,9.84
71,Ribeira Grande,PT,2021-07-26 21:30:38,38.5167,-28.7,70.86,89,9,14.2
72,Victoria,HK,2021-07-26 21:30:22,22.2855,114.1577,87.33,84,96,1.01
73,Grindavik,IS,2021-07-26 21:30:39,63.8424,-22.4338,50.47,87,75,8.05
74,Comodoro Rivadavia,AR,2021-07-26 21:30:39,-45.8667,-67.5,44.46,70,40,13.8
75,Moranbah,AU,2021-07-26 21:30:40,-22.0016,148.0466,55.58,66,1,7.9
76,Moron,AR,2021-07-26 21:30:40,-34.6534,-58.6198,56.95,44,71,1.01
77,Houma,US,2021-07-26 21:30:40,29.5958,-90.7195,93.99,69,40,8.05
78,Estevan,CA,2021-07-26 21:30:40,49.1334,-102.9842,86.34,37,1,13.8
79,Missoula,US,2021-07-26 21:30:41,47.0166,-113.8009,84.85,18,77,4.92
80,Saskylakh,RU,2021-07-26 21:30:41,71.9167,114.0833,51.04,75,55,4.65
81,Ondo,NG,2021-07-26 21:30:42,7.1,4.8333,69.57,93,99,3.6
82,Tabou,CI,2021-07-26 21:30:42,4.423,-7.3528,76.41,76,100,9.55
83,Grand Gaube,MU,2021-07-26 21:30:42,-20.0064,57.6608,68.4,85,35,5.01
84,Kodiak,US,2021-07-26 21:30:42,57.79,-152.4072,62.11,67,40,6.91
85,Dwarka,IN,2021-07-26 21:30:43,22.2394,68.9678,82.38,85,100,20.38
86,Meridian,US,2021-07-26 21:30:11,43.6121,-116.3915,102.85,21,1,11.5
87,Esperance,AU,2021-07-26 21:30:43,-33.8667,121.9,55.24,65,41,30.53
88,Mount Isa,AU,2021-07-26 21:28:07,-20.7333,139.5,40.77,65,89,0.0
89,Boa Vista,BR,2021-07-26 21:30:44,2.8197,-60.6733,87.78,55,75,4.61
90,Geraldton,AU,2021-07-26 21:30:44,-28.7667,114.6,65.12,82,75,24.16
91,Kiama,AU,2021-07-26 21:30:45,-34.6833,150.8667,56.25,70,82,7.0
92,Vao,NC,2021-07-26 21:30:45,-22.6667,167.4833,67.95,60,100,16.89
93,Ilulissat,GL,2021-07-26 21:30:45,69.2167,-51.1,55.42,50,20,19.57
94,Yumen,CN,2021-07-26 21:30:46,40.2833,97.2,73.56,24,21,9.4
95,Sinop,TR,2021-07-26 21:30:46,41.7711,34.8709,64.8,86,100,5.64
96,Santa Helena De Goias,BR,2021-07-26 21:30:46,-17.8136,-50.5969,75.76,29,0,4.21
97,Talcahuano,CL,2021-07-26 21:30:47,-36.7167,-73.1167,53.28,58,0,14.97
98,Aklavik,CA,2021-07-26 21:30:47,68.2191,-135.0107,62.6,67,90,3.44
99,Thompson,CA,2021-07-26 21:26:35,55.7435,-97.8558,69.96,28,20,8.05
100,Casper,US,2021-07-26 21:30:47,42.8666,-106.3131,97.02,18,1,3.0
101,Leningradskiy,RU,2021-07-26 21:30:48,69.3833,178.4167,41.58,80,65,6.42
102,Livingstonia,MW,2021-07-26 21:30:48,-10.606,34.1063,52.32,72,1,4.83
103,Salinas,US,2021-07-26 21:29:56,36.6777,-121.6555,89.42,67,1,12.66
104,Hilo,US,2021-07-26 21:30:49,19.7297,-155.09,78.53,89,90,10.36
105,Lavrentiya,RU,2021-07-26 21:30:49,65.5833,-171.0,45.3,98,100,3.8
106,Nadym,RU,2021-07-26 21:30:49,65.5333,72.5167,47.41,75,57,5.55
107,Vagay,RU,2021-07-26 21:30:50,57.9375,69.0217,51.13,81,57,4.25
108,Husavik,IS,2021-07-26 21:30:50,66.0449,-17.3389,53.51,75,85,4.59
109,Tasiilaq,GL,2021-07-26 21:30:50,65.6145,-37.6368,50.16,87,47,2.44
110,Urengoy,RU,2021-07-26 21:30:51,65.9667,78.3667,48.2,97,100,18.01
111,Tautira,PF,2021-07-26 21:30:51,-17.7333,-149.15,82.42,75,45,8.32
112,Iqaluit,CA,2021-07-26 21:26:32,63.7506,-68.5145,51.53,76,20,8.01
113,Georgetown,MY,2021-07-26 21:30:15,5.4112,100.3354,82.89,85,20,1.14
114,Hami,CN,2021-07-26 21:30:52,42.8,93.45,83.19,21,5,12.59
115,Tommot,RU,2021-07-26 21:30:52,58.9564,126.2925,61.48,84,87,3.2
116,Nemuro,JP,2021-07-26 21:27:20,43.3236,145.575,60.21,99,100,14.47
117,Lompoc,US,2021-07-26 21:30:52,34.6391,-120.4579,77.02,85,100,8.05
118,La Primavera,CO,2021-07-26 21:30:53,5.4906,-70.4092,80.8,77,69,1.48
119,Aykhal,RU,2021-07-26 21:30:53,66.0,111.5,75.2,51,14,2.91
120,Stephenville,US,2021-07-26 21:30:19,32.2207,-98.2023,98.94,33,1,0.0
121,Hermanus,ZA,2021-07-26 21:30:53,-34.4187,19.2345,55.8,62,35,5.95
122,Qaanaaq,GL,2021-07-26 21:30:54,77.484,-69.3632,42.04,71,100,7.61
123,San Lawrenz,MT,2021-07-26 21:30:54,36.0553,14.204,79.86,76,0,1.99
124,Burns Lake,CA,2021-07-26 21:28:27,54.2331,-125.7533,56.62,57,72,4.38
125,Upernavik,GL,2021-07-26 21:30:54,72.7868,-56.1549,45.5,74,100,0.6
126,Dunedin,NZ,2021-07-26 21:30:55,-45.8742,170.5036,48.79,59,96,13.0
127,Vila Franca Do Campo,PT,2021-07-26 21:25:57,37.7167,-25.4333,70.21,85,39,7.23
128,Yar-Sale,RU,2021-07-26 21:30:55,66.8333,70.8333,46.2,83,16,5.01
129,Port Blair,IN,2021-07-26 21:30:55,11.6667,92.75,81.66,86,100,19.95
130,Nanortalik,GL,2021-07-26 21:27:44,60.1432,-45.2371,50.2,74,21,9.24
131,Fort Nelson,CA,2021-07-26 21:30:56,58.8053,-122.7002,74.79,35,75,3.44
132,Chokurdakh,RU,2021-07-26 21:30:56,70.6333,147.9167,43.72,69,95,12.53
133,Sadasivpet,IN,2021-07-26 21:30:57,17.6212,77.9503,76.01,88,94,16.96
134,Saint-Philippe,RE,2021-07-26 21:30:57,-21.3585,55.7679,69.35,78,71,11.59
135,Kruisfontein,ZA,2021-07-26 21:27:36,-34.0033,24.7314,63.88,25,90,13.8
136,Saldanha,ZA,2021-07-26 21:30:57,-33.0117,17.9442,53.65,83,33,9.44
137,Guerrero Negro,MX,2021-07-26 21:26:52,27.9769,-114.0611,80.02,52,0,13.53
138,Denpasar,ID,2021-07-26 21:30:58,-8.65,115.2167,73.06,94,20,5.75
139,Rae Bareli,IN,2021-07-26 21:30:58,26.2167,81.2333,82.53,83,100,5.21
140,Vardo,NO,2021-07-26 21:30:58,70.3705,31.1107,44.35,86,58,10.63
141,Upington,ZA,2021-07-26 21:30:33,-28.4478,21.2561,53.98,37,0,6.91
142,Barrow,US,2021-07-26 21:30:02,71.2906,-156.7887,48.22,93,90,6.91
143,Wuan,CN,2021-07-26 21:30:59,31.6836,112.0044,76.3,81,0,5.99
144,Lata,PT,2021-07-26 21:30:59,40.1629,-8.3327,63.91,97,1,2.84
145,Agadez,NE,2021-07-26 21:31:00,19.75,10.25,90.63,31,33,10.33
146,Port Hawkesbury,CA,2021-07-26 21:31:00,45.6169,-61.3485,70.92,97,90,1.99
147,Yulara,AU,2021-07-26 21:31:00,-25.2406,130.9889,40.84,52,26,0.0
148,Tigil,RU,2021-07-26 21:31:00,57.8,158.6667,56.41,97,100,20.83
149,Peterhead,GB,2021-07-26 21:31:01,57.5058,-1.7981,62.46,91,71,5.93
150,Vaini,TO,2021-07-26 21:31:01,-21.2,-175.2,77.16,83,75,8.05
151,Marsa Matruh,EG,2021-07-26 21:31:02,31.3525,27.2453,77.86,78,15,11.01
152,Khao Wong,TH,2021-07-26 21:31:02,16.7001,104.0902,73.42,96,95,5.3
153,Hambantota,LK,2021-07-26 21:31:02,6.1241,81.1185,77.34,100,98,2.3
154,Acapulco,MX,2021-07-26 21:29:55,16.8634,-99.8901,85.82,74,75,9.22
155,Clyde River,CA,2021-07-26 21:31:03,70.4692,-68.5914,39.43,93,90,13.8
156,Rahatgarh,IN,2021-07-26 21:31:03,23.7833,78.3667,74.5,93,100,16.91
157,Faanui,PF,2021-07-26 21:31:03,-16.4833,-151.75,78.78,75,55,12.5
158,Castro,BR,2021-07-26 21:31:04,-24.7911,-50.0119,58.82,65,1,4.56
159,Sechura,PE,2021-07-26 21:31:04,-5.5569,-80.8222,76.23,61,10,17.92
160,Vila Velha,BR,2021-07-26 21:31:05,-20.3297,-40.2925,77.97,66,40,11.5
161,Fairbanks,US,2021-07-26 21:31:05,64.8378,-147.7164,72.1,57,20,10.36
162,Tuktoyaktuk,CA,2021-07-26 21:31:05,69.4541,-133.0374,48.2,76,90,5.75
163,Iralaya,HN,2021-07-26 21:31:05,15.0,-83.2333,83.16,73,14,8.95
164,Baglan,AF,2021-07-26 21:31:06,36.1307,68.7083,88.21,17,0,3.62
165,Rudnya,RU,2021-07-26 21:31:06,54.947,31.0934,64.06,70,47,3.96
166,Katsuura,JP,2021-07-26 21:31:06,35.1333,140.3,75.18,90,89,23.64
167,Saint George,US,2021-07-26 21:30:14,37.1041,-113.5841,90.36,48,40,14.0
168,Kokopo,PG,2021-07-26 21:29:06,-4.352,152.2633,76.6,84,7,4.47
169,Khovu-Aksy,RU,2021-07-26 21:31:07,51.1333,93.6,53.98,82,46,2.64
170,Derzhavinsk,KZ,2021-07-26 21:31:07,51.1,66.3167,57.43,55,2,7.05
171,Rio Grande,BR,2021-07-26 21:31:08,-32.035,-52.0986,57.31,94,100,16.82
172,Pedasi,PA,2021-07-26 21:31:08,7.5333,-80.0333,76.19,89,100,15.01
173,Pisco,PE,2021-07-26 21:31:09,-13.7,-76.2167,69.03,73,0,18.41
174,Muros,ES,2021-07-26 21:31:09,42.7762,-9.0603,65.84,79,48,7.07
175,Jaru,BR,2021-07-26 21:28:42,-10.4389,-62.4664,95.81,27,5,2.93
176,Mutoko,ZW,2021-07-26 21:31:09,-17.397,32.2268,42.26,89,22,5.46
177,Chuy,UY,2021-07-26 21:31:10,-33.6971,-53.4616,49.42,79,77,10.4
178,Zhangjiakou,CN,2021-07-26 21:31:10,40.81,114.8794,67.68,82,100,3.74
179,Kavieng,PG,2021-07-26 21:31:10,-2.5744,150.7967,82.45,72,49,7.81
180,Antalaha,MG,2021-07-26 21:31:11,-14.9003,50.2788,67.53,82,92,8.84
181,Kalmunai,LK,2021-07-26 21:31:11,7.4167,81.8167,82.08,68,99,2.3
182,Avarua,CK,2021-07-26 21:31:12,-21.2078,-159.775,78.85,73,93,8.05
183,Sao Filipe,CV,2021-07-26 21:31:12,14.8961,-24.4956,75.38,82,24,10.38
184,Nome,US,2021-07-26 21:31:12,64.5011,-165.4064,50.07,93,90,9.22
185,Nelson Bay,AU,2021-07-26 21:31:13,-32.7167,152.15,54.68,67,6,13.15
186,San Quintin,MX,2021-07-26 21:31:13,30.4833,-115.95,72.64,70,22,11.14
187,Ossora,RU,2021-07-26 21:31:13,59.2353,163.0719,62.62,93,100,8.32
188,Gisborne,NZ,2021-07-26 21:31:14,-38.6533,178.0042,56.95,67,62,10.47
189,Goianinha,BR,2021-07-26 21:31:14,-6.2647,-35.2125,79.18,88,1,7.07
190,Virginia Beach,US,2021-07-26 21:31:03,36.8529,-75.978,89.67,71,75,8.05
191,Lalsk,RU,2021-07-26 21:31:14,60.7415,47.5862,48.56,98,17,4.88
192,Salta,AR,2021-07-26 21:29:15,-24.7859,-65.4117,59.29,56,0,5.99
193,Vestmannaeyjar,IS,2021-07-26 21:31:15,63.4427,-20.2734,49.19,93,90,13.8
194,Popondetta,PG,2021-07-26 21:31:15,-8.7537,148.2534,75.07,89,98,2.17
195,Salalah,OM,2021-07-26 21:31:16,17.0151,54.0924,78.89,83,75,5.75
196,Warrington,GB,2021-07-26 21:31:16,53.3925,-2.5802,66.33,81,40,1.99
197,Nyimba,ZM,2021-07-26 21:31:16,-14.5566,30.8149,58.71,59,68,10.02
198,Najran,SA,2021-07-26 21:31:17,17.4924,44.1277,88.45,33,76,2.8
199,Benjamin Constant,BR,2021-07-26 21:31:17,-4.3831,-70.0311,86.13,70,75,4.61
200,Tiksi,RU,2021-07-26 21:31:17,71.6872,128.8694,38.41,88,77,10.29
201,Bengkulu,ID,2021-07-26 21:31:18,-3.8004,102.2655,73.63,76,2,4.52
202,Krasnoselkup,RU,2021-07-26 21:31:18,65.7,82.4667,54.95,97,100,14.9
203,Berbera,SO,2021-07-26 21:31:18,10.4396,45.0143,88.79,38,76,24.56
204,Zaragoza,ES,2021-07-26 21:31:18,41.6561,-0.8773,78.03,40,0,5.01
205,Chulumani,BO,2021-07-26 21:31:19,-16.4096,-67.5263,66.85,76,72,3.09
206,Hamilton,US,2021-07-26 21:29:14,39.1834,-84.5333,91.36,46,40,1.01
207,Sitka,US,2021-07-26 21:29:48,57.0531,-135.33,60.69,72,20,8.05
208,Manitouwadge,CA,2021-07-26 21:31:19,49.1215,-85.8403,65.98,40,98,5.48
209,New Norfolk,AU,2021-07-26 21:31:20,-42.7826,147.0587,49.87,85,100,1.01
210,Pemangkat,ID,2021-07-26 21:31:20,1.1667,108.9667,78.78,88,84,6.62
211,Taganak,PH,2021-07-26 21:31:20,6.0833,118.3,77.14,82,100,9.53
212,Changli,CN,2021-07-26 21:31:21,39.7042,119.1506,76.55,89,97,2.48
213,Olafsvik,IS,2021-07-26 21:31:21,64.8945,-23.7142,49.78,86,100,12.37
214,Katangli,RU,2021-07-26 21:31:21,51.7102,143.2326,64.51,95,97,4.63
215,Trairi,BR,2021-07-26 21:30:11,-3.2778,-39.2689,79.02,79,9,14.41
216,Ahipara,NZ,2021-07-26 21:31:22,-35.1667,173.1667,57.0,72,18,17.47
217,Fernley,US,2021-07-26 21:31:22,39.608,-119.2518,102.16,11,51,6.31
218,Karaidel,RU,2021-07-26 21:31:22,55.8337,56.9069,53.1,70,74,5.97
219,Ponta Delgada,PT,2021-07-26 21:31:23,37.7333,-25.6667,70.52,83,75,12.66
220,Tessalit,ML,2021-07-26 21:31:23,20.1986,1.0114,88.77,37,62,15.08
221,Rorvik,NO,2021-07-26 21:31:23,64.8621,11.2373,63.27,74,15,9.73
222,Simav,TR,2021-07-26 21:31:23,39.0882,28.9777,63.79,71,0,6.33
223,Garachine,PA,2021-07-26 21:31:24,8.0647,-78.3628,79.92,81,71,10.31
224,Naberera,TZ,2021-07-26 21:31:24,-4.2,36.9333,56.95,63,1,12.57
225,Santana,BR,2021-07-26 21:29:36,-0.0583,-51.1817,91.58,58,20,4.61
226,Te Anau,NZ,2021-07-26 21:31:24,-45.4167,167.7167,41.79,89,60,2.06
227,Nantucket,US,2021-07-26 21:28:45,41.2835,-70.0995,83.61,86,20,11.5
228,Tyulyachi,RU,2021-07-26 21:31:25,55.8913,50.2399,59.2,70,22,7.94
229,Srednekolymsk,RU,2021-07-26 21:28:06,67.45,153.6833,46.42,65,76,13.87
230,San Patricio,US,2021-07-26 21:28:08,28.017,-97.5169,97.02,39,5,12.39
231,Gwadar,PK,2021-07-26 21:31:25,25.1216,62.3254,82.09,88,73,8.93
232,Bestobe,KZ,2021-07-26 21:31:26,52.4994,73.0975,58.91,54,32,5.77
233,Kolobovo,RU,2021-07-26 21:31:26,56.702,41.3417,59.11,73,30,5.08
234,Beringovskiy,RU,2021-07-26 21:31:26,63.05,179.3167,52.84,93,100,7.36
235,Kutum,SD,2021-07-26 21:31:27,14.2,24.6667,70.39,77,100,5.93
236,Flinders,AU,2021-07-26 21:31:27,-34.5833,150.8552,56.05,73,87,1.01
237,Rocky Mountain House,CA,2021-07-26 21:27:50,52.3668,-114.9188,76.75,53,17,9.22
238,San Jeronimo,PE,2021-07-26 21:31:27,-11.9472,-75.2829,60.01,40,14,8.3
239,Abu Kamal,SY,2021-07-26 21:31:28,34.4506,40.9171,96.78,22,0,11.05
240,Vaitape,PF,2021-07-26 21:31:28,-16.5167,-151.75,78.75,75,55,12.5
241,Alyangula,AU,2021-07-26 21:31:28,-13.8483,136.4192,62.47,100,90,0.0
242,Ottawa,CA,2021-07-26 21:27:03,45.4112,-75.6981,85.98,52,75,3.0
243,Buin,CL,2021-07-26 21:31:29,-33.7333,-70.75,60.06,63,0,5.82
244,Diofior,SN,2021-07-26 21:31:29,14.1833,-16.6667,85.95,74,66,14.05
245,Sobolevo,RU,2021-07-26 21:31:29,54.4299,31.8996,66.43,67,88,6.42
246,Mehamn,NO,2021-07-26 21:31:30,71.0357,27.8492,44.51,89,25,3.0
247,Chkalovskoye,RU,2021-07-26 21:31:30,44.8392,133.0436,78.51,72,59,3.62
248,Severo-Kurilsk,RU,2021-07-26 21:27:43,50.6789,156.125,59.09,92,100,7.87
249,Mineiros,BR,2021-07-26 21:30:23,-17.5694,-52.5511,72.0,24,0,5.41
250,Norman Wells,CA,2021-07-26 21:31:30,65.282,-126.8329,62.64,59,90,13.8
251,Illela,NG,2021-07-26 21:31:31,13.7292,5.2975,85.98,57,99,13.56
252,Sao Miguel Do Araguaia,BR,2021-07-26 21:30:36,-13.275,-50.1628,78.94,33,6,5.21
253,Pingliang,CN,2021-07-26 21:31:31,35.5392,106.6861,63.93,62,92,4.34
254,Abu Samrah,SY,2021-07-26 21:31:31,35.3029,37.1841,79.88,50,0,9.73
255,Rawson,AR,2021-07-26 21:31:32,-43.3002,-65.1023,42.53,62,97,30.11
256,Hervey Bay,AU,2021-07-26 21:31:32,-25.2986,152.8535,59.04,72,0,7.81
257,Evensk,RU,2021-07-26 21:31:32,61.95,159.2333,51.66,90,95,2.53
258,Roebourne,AU,2021-07-26 21:31:33,-20.7833,117.1333,67.78,70,55,7.76
259,Peleduy,RU,2021-07-26 21:28:04,59.6289,112.7406,63.23,75,4,4.0
260,Mandera,KE,2021-07-26 21:31:33,3.9366,41.867,79.34,50,100,22.1
261,Progreso,MX,2021-07-26 21:31:33,21.2833,-89.6667,78.91,64,56,10.58
262,Queenstown,ZA,2021-07-26 21:31:34,-31.8976,26.8753,45.07,30,99,8.1
263,Sindor,RU,2021-07-26 21:31:34,62.8629,51.8905,42.15,96,11,7.56
264,Mao,ES,2021-07-26 21:28:07,39.8885,4.2658,73.96,73,0,11.5
265,Alexandria,EG,2021-07-26 21:31:34,31.2156,29.9553,78.76,78,0,8.05
266,Carbonia,IT,2021-07-26 21:31:35,39.1672,8.5222,79.84,77,88,3.98
267,Namatanai,PG,2021-07-26 21:31:35,-3.6667,152.4333,80.82,75,46,3.02
268,Bukama,CD,2021-07-26 21:31:35,-9.2,25.85,66.52,34,88,3.06
269,Bilma,NE,2021-07-26 21:31:36,18.6853,12.9164,94.05,36,99,9.1
270,Timbiras,BR,2021-07-26 21:31:36,-4.2553,-43.9406,79.38,53,95,1.77
271,Teya,RU,2021-07-26 21:31:36,60.3778,92.6267,64.83,72,86,3.33
